ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage_kms,Engine_cc,Power_bhp,Seats,New_Price_Lakh,Price,Price_Difference_Lakh
3321,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,0,0,First,16.8,796.0,34.2,5.0,20.48,1.6,18.88
3322,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,0,1,First,15.5,1198.0,86.7,5.0,20.48,6.25,14.23
3323,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,0,1,Second,12.9,1799.0,130.0,5.0,20.48,2.25,18.23
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,1,1,First,17.9,2143.0,136.0,5.0,43.07,25.75,17.32
3325,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,0,0,Second,13.14,1798.0,157.8,5.0,20.48,6.75,13.73
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,1,0,First,28.09,1248.0,88.5,5.0,20.48,6.25,14.23
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,1,0,First,22.7,1498.0,89.84,5.0,20.48,5.1,15.38
3328,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,1,1,Second,8.7,2987.0,224.34,5.0,20.48,10.75,9.73
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,1,0,First,24.0,1120.0,70.0,5.0,20.48,5.7,14.780000000000001
3330,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,1,0,First,20.5,1598.0,105.0,5.0,20.48,5.95,14.530000000000001
3331,Chevrolet Beat Diesel LT,Kochi,2012,42706,1,0,First,25.44,936.0,56.3,5.0,20.48,2.4,18.080000000000002
3332,Mahindra Quanto C6,Mumbai,2013,35000,1,0,First,17.21,1493.0,100.0,7.0,20.48,3.49,16.990000000000002
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,0,1,First,19.2,1197.0,80.0,5.0,20.48,4.0,16.48
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,1,0,First,23.59,1364.0,67.04,5.0,7.83,3.85,3.98
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,0,1,First,14.53,1794.0,138.1,5.0,20.48,3.95,16.53
3336,Hyundai i10 Magna 1.2,Jaipur,2013,75049,0,0,Second,20.36,1197.0,78.9,5.0,20.48,3.0,17.48
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,0,0,First,18.16,1196.0,86.8,5.0,20.48,6.7,13.780000000000001
3338,Maruti Ritz ZXi,Coimbatore,2016,22767,0,0,First,18.5,1197.0,85.8,5.0,20.48,6.14,14.34
3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,0,1,Second,15.0,1396.0,98.6,5.0,20.48,4.4,16.08
3340,Maruti Swift Dzire LDI,Pune,2017,57000,1,0,First,26.59,1248.0,74.0,5.0,20.48,4.25,16.23
3341,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,0,1,First,8.77,4395.0,402.0,5.0,20.48,25.93,-5.449999999999999
3342,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,1,0,First,22.7,1598.0,118.0,5.0,20.48,7.0,13.48
3343,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,1,1,First,12.55,2982.0,168.5,7.0,20.48,25.12,-4.640000000000001
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,0,0,First,20.3,998.0,68.05,5.0,20.48,4.45,16.03
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,1,0,First,21.9,1396.0,90.0,5.0,20.48,2.4,18.080000000000002
3346,Volkswagen Vento Diesel Highline,Pune,2012,115000,1,0,Second,20.54,1598.0,103.6,5.0,20.48,4.33,16.15
3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,0,1,First,18.5,1197.0,83.14,5.0,20.48,6.93,13.55
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,1,0,First,21.9,1396.0,90.0,5.0,20.48,4.25,16.23
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,1,1,First,14.21,2143.0,203.0,5.0,20.48,12.5,7.98
3350,Hyundai Grand i10 Sportz,Chennai,2015,15000,0,0,First,18.9,1197.0,82.0,5.0,20.48,4.9,15.58
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,1,0,First,23.0,1396.0,90.0,5.0,20.48,4.5,15.98
3352,Renault KWID RXT,Jaipur,2016,12500,0,0,First,25.17,799.0,53.3,5.0,20.48,3.0,17.48
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,0,1,First,16.9,1197.0,82.0,5.0,20.48,5.8,14.68
3354,Volkswagen Vento Petrol Highline,Pune,2011,54211,0,0,First,15.04,1598.0,103.6,5.0,20.48,3.33,17.15
3355,Chevrolet Cruze LTZ AT,Kochi,2015,62242,1,1,First,14.39,1998.0,163.7,5.0,20.48,6.62,13.86
3356,Nissan Terrano XL 110 PS,Mumbai,2015,54000,1,0,Second,19.01,1461.0,108.5,5.0,20.48,5.75,14.73
3357,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,1,0,First,22.32,1582.0,126.32,5.0,20.48,6.2,14.280000000000001
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,0,1,First,23.1,998.0,67.04,5.0,6.0,3.5,2.5
3359,Maruti Wagon R LXI,Pune,2010,71000,0,0,First,18.9,998.0,67.1,5.0,20.48,2.0,18.48
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,1,0,First,21.9,1396.0,88.8,5.0,20.48,4.0,16.48
3361,Audi A4 1.8 TFSI,Mumbai,2011,53000,0,1,First,12.3,1781.0,163.2,5.0,20.48,9.5,10.98
3362,BMW X1 sDrive20d,Mumbai,2013,43000,1,1,First,17.05,1995.0,184.0,5.0,20.48,17.5,2.9800000000000004
3363,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,0,1,First,14.3,1598.0,103.52,5.0,20.48,6.11,14.370000000000001
3364,Hyundai i10 Magna,Ahmedabad,2014,51000,0,0,First,20.36,1197.0,78.9,5.0,20.48,3.75,16.73
3365,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,1,0,Second,10.5,2835.0,107.2,6.0,20.48,6.2,14.280000000000001
3366,Honda City i DTEC SV,Mumbai,2014,25000,1,0,First,26.0,1498.0,98.6,5.0,20.48,6.15,14.33
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,0,0,First,20.92,998.0,67.1,5.0,20.48,2.4,18.080000000000002
3368,Maruti Swift Ldi BSIII,Pune,2009,80000,1,0,Fourth & Above,17.8,1248.0,75.0,5.0,20.48,2.15,18.330000000000002
3369,Hyundai Grand i10 Magna,Kolkata,2016,21000,0,0,First,18.9,1197.0,82.0,5.0,20.48,3.75,16.73
3370,Ford Figo Petrol ZXI,Mumbai,2011,32000,0,0,Second,15.6,1196.0,70.0,5.0,20.48,2.15,18.330000000000002
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,0,0,First,18.9,1197.0,81.86,5.0,20.48,4.75,15.73
3372,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,0,0,First,15.5,1586.0,103.3,5.0,20.48,2.45,18.03
3373,Honda City i-VTEC VX,Mumbai,2017,7500,0,0,First,17.4,1497.0,117.3,5.0,13.76,11.15,2.6099999999999994
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,1,1,First,19.6,1461.0,108.45,5.0,14.11,8.9,5.209999999999999
3375,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,1,0,First,25.8,1498.0,98.6,5.0,20.48,4.35,16.130000000000003
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,1,0,Second,12.99,2494.0,100.6,7.0,20.48,12.0,8.48
3377,BMW 3 Series 320d Highline,Mumbai,2009,61500,1,1,Second,16.07,1995.0,181.0,5.0,20.48,8.5,11.98
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,0,0,First,19.81,1086.0,68.05,5.0,20.48,4.27,16.21
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,1,0,Second,20.45,1461.0,83.8,5.0,20.48,4.25,16.23
3380,Mitsubishi Outlander 2.4,Bangalore,2010,39525,0,1,First,11.3,2360.0,170.0,5.0,20.48,9.25,11.23
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,1,0,First,24.3,1248.0,88.5,5.0,9.12,8.61,0.5099999999999998
3382,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,1,1,First,11.8,2987.0,261.0,7.0,20.48,28.0,-7.52
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,1,0,First,23.0,1498.0,98.96,5.0,11.2,9.25,1.9499999999999993
3384,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,1,1,First,19.08,1582.0,126.2,5.0,20.48,8.6,11.88
3385,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,0,0,First,16.47,1198.0,74.0,5.0,20.48,7.53,12.95
3386,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,1,0,First,19.64,1461.0,108.45,5.0,20.48,5.75,14.73
3387,Honda Brio S Option AT,Chennai,2012,31500,0,1,First,16.5,1198.0,86.8,5.0,20.48,4.15,16.33
3388,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,0,0,First,18.16,1196.0,86.8,5.0,20.48,5.84,14.64
3389,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,1,1,First,18.53,1968.0,187.74,5.0,20.48,16.5,3.9800000000000004
3390,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,1,1,First,15.97,2993.0,258.0,7.0,20.48,43.0,-22.52
3391,Hyundai i10 Sportz Option,Pune,2013,45000,0,0,First,20.36,1197.0,78.9,5.0,20.48,3.55,16.93
3392,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,0,0,First,18.6,1197.0,81.83,5.0,20.48,8.9,11.58
3393,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,1,0,Second,16.4,1896.0,90.0,5.0,20.48,2.5,17.98
3394,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,1,0,First,16.2,1493.0,110.0,5.0,20.48,3.85,16.63
3395,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,0,1,Third,17.1,1591.0,121.4,5.0,20.48,7.5,12.98
3396,Hyundai Getz GVS,Mumbai,2005,90000,0,0,Second,15.3,1341.0,61.0,5.0,20.48,1.8,18.68
3397,Ford Figo Diesel EXI,Chennai,2010,78000,1,0,First,20.0,1399.0,68.0,5.0,20.48,2.25,18.23
3398,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,1,1,First,17.68,1968.0,174.33,5.0,20.48,24.25,-3.7699999999999996
3399,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,0,0,First,16.47,1198.0,74.0,5.0,20.48,4.35,16.130000000000003
3400,BMW X1 sDrive20d,Kolkata,2012,22000,1,1,First,17.05,1995.0,184.0,5.0,20.48,11.5,8.98
3401,Honda City i VTEC SV,Kolkata,2014,49000,0,0,First,17.4,1497.0,117.3,5.0,20.48,4.75,15.73
3402,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,1,0,First,23.0,1396.0,90.0,5.0,20.48,4.99,15.49
3403,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,0,1,First,19.0,1199.0,88.7,5.0,20.48,9.15,11.33
3405,Honda CR-V 2.4 AT,Hyderabad,2014,88046,0,1,First,10.1,2354.0,152.0,5.0,20.48,13.99,6.49
3406,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,1,1,Second,20.0,2143.0,107.3,5.0,20.48,19.75,0.7300000000000004
3407,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,1,1,First,16.0,2179.0,140.0,7.0,20.48,16.77,3.710000000000001
3408,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,1,0,Third,13.6,2523.0,63.0,7.0,20.48,2.5,17.98
3409,Renault Scala RxL AT,Mumbai,2013,7000,0,1,First,17.97,1498.0,99.6,5.0,20.48,3.65,16.830000000000002
3410,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,1,1,Second,12.35,2179.0,187.74,5.0,20.48,23.5,-3.0199999999999996
3411,Maruti Alto 800 VXI,Pune,2017,38000,0,0,First,22.74,796.0,47.3,5.0,20.48,3.11,17.37
3412,Toyota Etios G,Kochi,2013,56344,0,0,First,17.6,1496.0,88.73,5.0,20.48,4.57,15.91
3413,Hyundai i20 Sportz Option,Mumbai,2014,17858,0,0,First,17.0,1197.0,80.0,5.0,20.48,5.32,15.16
3414,Hyundai i10 Sportz,Hyderabad,2012,53000,0,0,First,20.36,1197.0,78.9,5.0,20.48,3.2,17.28
3415,Maruti Swift VDI BSIV,Kochi,2016,67906,1,0,First,25.2,1248.0,74.0,5.0,20.48,5.63,14.850000000000001
3416,Hyundai EON Magna Plus,Hyderabad,2015,19000,0,0,First,21.1,814.0,55.2,5.0,20.48,3.0,17.48
3417,BMW 3 Series 320d,Mumbai,2010,67000,1,1,Second,22.69,1995.0,190.0,5.0,47.87,9.25,38.62
3418,Tata Indigo XL Classic Dicor,Delhi,2011,80000,1,0,First,23.57,1396.0,70.0,5.0,20.48,1.2,19.28
3419,Maruti Alto 800 LXI,Delhi,2015,61000,0,0,First,22.74,796.0,47.3,5.0,20.48,2.15,18.330000000000002
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,1,0,First,22.07,1199.0,73.9,5.0,20.48,3.05,17.43
3421,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,0,1,First,14.28,1798.0,138.03,5.0,20.48,11.5,8.98
3422,Hyundai Santro Xing GLS,Hyderabad,2008,80931,0,0,First,17.92,1086.0,62.1,5.0,20.48,2.3,18.18
3423,Maruti Swift ZXI,Kolkata,2016,34000,0,0,First,20.4,1197.0,81.8,5.0,20.48,4.95,15.530000000000001
3424,Renault Scala Diesel RxL,Hyderabad,2013,130000,1,0,First,21.64,1461.0,84.8,5.0,20.48,4.75,15.73
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,1,0,First,24.3,1248.0,88.5,5.0,12.47,10.15,2.3200000000000003
3426,Nissan Micra XV,Kolkata,2011,44000,0,0,First,18.06,1198.0,75.0,5.0,20.48,2.65,17.830000000000002
3427,Ford Figo Diesel EXI,Hyderabad,2015,84000,1,0,First,20.0,1399.0,68.05,5.0,20.48,3.8,16.68
3428,Honda CR-V 2.0 AT,Kochi,2017,41697,0,1,First,13.1,1997.0,141.1,5.0,20.48,16.68,3.8000000000000007
3429,Nissan Terrano XV 110 PS,Pune,2014,163000,1,0,First,19.01,1461.0,108.5,5.0,20.48,5.0,15.48
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,0,0,Second,17.71,1197.0,78.9,5.0,6.51,3.75,2.76
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,1,0,Third,21.27,1396.0,88.76,5.0,20.48,4.11,16.37
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,0,0,Second,18.16,1196.0,86.8,5.0,20.48,4.25,16.23
3433,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,1,0,First,10.5,2835.0,107.2,6.0,20.48,3.45,17.03
3434,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,1,1,First,17.11,1968.0,174.33,5.0,20.48,22.5,-2.0199999999999996
3435,Toyota Innova 2.0 E,Delhi,2006,150000,0,0,First,12.4,1998.0,132.0,8.0,20.48,4.5,15.98
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,0,0,First,15.26,1150.0,74.9,5.0,20.48,0.9,19.580000000000002
3437,Hyundai Getz GLS,Hyderabad,2006,63181,0,0,First,15.3,1341.0,83.0,5.0,20.48,1.85,18.63
3438,Honda Amaze S i-Dtech,Kolkata,2013,39575,1,0,First,25.8,1498.0,98.6,5.0,20.48,3.25,17.23
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,1,0,First,22.7,1498.0,89.84,5.0,20.48,7.34,13.14
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,1,0,First,20.14,1498.0,88.5,5.0,20.48,4.25,16.23
3442,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,0,0,First,18.6,1197.0,81.86,5.0,20.48,6.45,14.030000000000001
3443,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,1,0,Second,12.8,2494.0,102.0,8.0,20.48,10.75,9.73
3444,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,1,1,First,15.26,2143.0,203.2,5.0,20.48,27.75,-7.27
3445,Maruti Wagon R LX BSIII,Jaipur,2005,115000,0,0,Second,17.3,1061.0,64.0,5.0,20.48,0.99,19.490000000000002
3446,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,1,1,First,12.62,2198.0,158.0,7.0,20.48,24.0,-3.5199999999999996
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,0,0,First,18.6,1197.0,81.86,5.0,20.48,6.1,14.38
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,0,0,First,17.5,1199.0,88.7,5.0,10.32,8.25,2.0700000000000003
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,0,0,First,16.47,1198.0,73.9,5.0,20.48,4.65,15.83
3450,Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,0,0,First,13.7,1997.0,153.86,5.0,20.48,9.75,10.73
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,0,0,First,18.9,1197.0,81.86,5.0,8.1,4.4,3.6999999999999993
3452,Maruti Swift Dzire VXI,Kolkata,2014,33000,0,0,First,19.1,1197.0,85.8,5.0,20.48,3.99,16.490000000000002
3453,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,1,1,First,16.2,2993.0,258.0,5.0,20.48,45.73,-25.249999999999996
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,1,0,First,22.7,1498.0,89.84,5.0,20.48,5.27,15.21
3456,Honda City i DTec V,Ahmedabad,2016,67000,1,0,First,26.0,1498.0,98.6,5.0,20.48,7.25,13.23
3457,Tata Indigo LS,Chennai,2008,99000,1,0,Second,17.0,1405.0,70.0,5.0,20.48,1.6,18.88
3458,Renault Duster 110PS Diesel RxL,Pune,2014,142000,1,0,Second,19.01,1461.0,108.45,5.0,20.48,6.0,14.48
3459,Hyundai i10 Sportz,Chennai,2010,26966,0,0,First,20.36,1197.0,78.9,5.0,20.48,3.0,17.48
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,0,0,First,18.7,1199.0,88.7,5.0,20.48,4.95,15.530000000000001
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,1,0,First,23.65,1248.0,88.5,5.0,20.48,8.99,11.49
3462,Honda Accord VTi-L MT,Mumbai,2007,86000,0,0,Third,11.9,2354.0,144.0,5.0,20.48,1.85,18.63
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,0,0,First,16.47,1198.0,73.9,5.0,20.48,6.16,14.32
3464,Maruti Ritz VDi,Hyderabad,2010,110471,1,0,First,21.1,1248.0,73.9,5.0,20.48,3.5,16.98
3465,Honda Amaze S Petrol,Jaipur,2014,69000,0,0,First,19.5,1199.0,88.76,5.0,7.52,4.5,3.0199999999999996
3466,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,0,0,First,18.6,1197.0,81.83,5.0,20.48,7.75,12.73
3467,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,1,0,First,20.45,1461.0,83.8,5.0,20.48,6.6,13.88
3468,Hyundai Grand i10 Magna,Kochi,2014,48031,0,0,First,18.9,1197.0,82.0,5.0,20.48,4.98,15.5
3469,BMW 3 Series 320d Highline,Chennai,2008,170000,1,1,Third,16.07,1995.0,181.0,5.0,20.48,9.75,10.73
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,1,0,First,22.7,1498.0,89.84,5.0,20.48,5.55,14.93
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,1,1,First,21.5,1498.0,108.5,5.0,15.68,10.3,5.379999999999999
3472,Honda Accord 2.4 AT,Chennai,2011,85000,0,1,Second,11.7,2354.0,177.6,5.0,20.48,7.5,12.98
3473,Chevrolet Aveo 1.4,Hyderabad,2008,55902,0,0,First,14.49,1399.0,92.7,5.0,20.48,1.8,18.68
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,0,0,First,16.2,1199.0,74.0,5.0,20.48,6.25,14.23
3475,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,1,0,Second,14.95,2489.0,93.7,7.0,20.48,6.8,13.68
3476,Hyundai i10 Magna AT,Hyderabad,2009,50902,0,1,First,19.2,1197.0,80.0,5.0,20.48,3.0,17.48
3477,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,1,0,First,15.1,2179.0,140.0,7.0,20.48,11.6,8.88
3478,Hyundai Elantra CRDi SX,Mumbai,2013,40000,1,0,Second,22.7,1582.0,126.24,5.0,20.48,6.95,13.530000000000001
3479,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,0,0,Third,14.3,1798.0,160.0,5.0,20.48,3.5,16.98
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,0,0,First,18.9,1197.0,81.86,5.0,7.45,5.5,1.9500000000000002
3481,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,0,0,First,18.6,1197.0,81.83,5.0,20.48,5.65,14.83
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,1,0,First,18.2,1248.0,73.8,8.0,20.48,3.25,17.23
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,0,1,First,14.3,1598.0,103.6,5.0,20.48,7.72,12.760000000000002
3484,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,1,0,First,19.67,1582.0,126.2,5.0,20.48,12.0,8.48
3485,Chevrolet Beat Diesel PS,Jaipur,2013,98598,1,0,First,25.44,936.0,57.6,5.0,20.48,1.55,18.93
3486,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,1,0,First,11.5,2982.0,171.0,7.0,20.48,10.75,9.73
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,0,0,First,18.6,1197.0,81.83,5.0,20.48,6.72,13.760000000000002
3488,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,1,1,First,12.07,2967.0,241.4,7.0,20.48,28.55,-8.07
3489,Porsche Panamera Diesel,Bangalore,2013,19828,1,1,Second,17.85,2967.0,300.0,4.0,20.48,75.0,-54.519999999999996
3490,Honda City i VTEC VX,Hyderabad,2016,36891,0,0,First,17.8,1497.0,117.3,5.0,20.48,10.49,9.99
3491,Mahindra Quanto C4,Hyderabad,2012,90049,1,0,First,17.21,1493.0,100.0,7.0,20.48,3.8,16.68
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,1,1,First,16.55,1968.0,140.0,5.0,20.48,18.5,1.9800000000000004
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,0,1,First,12.37,2359.0,198.25,5.0,20.48,6.0,14.48
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,1,0,First,22.32,1582.0,126.32,5.0,20.48,5.5,14.98
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,0,0,First,18.9,998.0,67.1,5.0,20.48,2.3,18.18
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,1,0,First,24.52,1248.0,88.5,7.0,20.48,8.7,11.780000000000001
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,1,0,First,24.4,1120.0,71.01,5.0,20.48,4.95,15.530000000000001
3498,Maruti Swift VDI,Jaipur,2012,80000,1,0,First,22.9,1248.0,74.0,5.0,20.48,4.25,16.23
3499,Mahindra XUV500 W6 2WD,Kochi,2017,41290,1,0,Second,16.0,2179.0,140.0,7.0,20.48,10.94,9.540000000000001
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,1,1,First,22.48,1995.0,190.0,5.0,67.87,21.26,46.61
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,0,0,Second,14.28,1798.0,138.03,5.0,20.48,11.5,8.98
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,1,0,Second,22.54,1396.0,88.73,5.0,20.48,6.0,14.48
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,0,0,First,18.15,1198.0,82.0,6.0,20.48,4.1,16.380000000000003
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,0,0,First,24.7,796.0,47.3,5.0,20.48,2.01,18.47
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,0,0,First,15.7,1172.0,67.0,5.0,20.48,2.6,17.88
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,0,0,First,18.9,998.0,67.1,5.0,20.48,2.35,18.13
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,1,0,Second,9.5,2835.0,118.6,6.0,20.48,9.15,11.33
3508,Honda Brio EX MT,Chennai,2013,42320,0,0,First,19.4,1198.0,86.8,5.0,20.48,2.9,17.580000000000002
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,1,0,Second,22.54,1396.0,88.73,5.0,20.48,9.18,11.3
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,0,1,First,13.0,1591.0,121.3,5.0,20.48,11.45,9.030000000000001
3512,Honda Amaze S i-VTEC,Kochi,2017,61795,0,0,First,17.8,1198.0,86.7,5.0,20.48,5.53,14.95
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,0,0,First,18.15,1198.0,82.0,6.0,20.48,3.75,16.73
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,0,1,First,18.0,1497.0,117.3,5.0,15.17,12.5,2.67
3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,1,1,First,16.0,2179.0,140.0,7.0,20.48,15.5,4.98
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,1,1,Second,14.84,2143.0,170.0,5.0,20.48,14.5,5.98
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,1,1,First,19.6,1461.0,108.45,5.0,15.05,12.46,2.59
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,0,0,Second,16.47,1198.0,74.0,5.0,20.48,5.25,15.23
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,1,1,Second,13.5,2987.0,282.0,5.0,20.48,25.0,-4.52
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,1,1,First,12.9,2993.0,271.23,4.0,20.48,45.0,-24.52
3524,Maruti Swift VDI,Jaipur,2015,63310,1,0,First,28.4,1248.0,74.0,5.0,8.13,5.1,3.030000000000001
3525,Honda Amaze S i-Dtech,Delhi,2014,66000,1,0,First,25.8,1498.0,98.6,5.0,20.48,3.5,16.98
